"","DLDR_0107","DLDR_0085","DLDR_0120","DLDR_0176","DLDR_0117","DLDR_0132","DLDR_0127","DLDR_0135","DLDR_0153","DLDR_0133","DLDR_0121","DLDR_0062","DLDR_0039","DLDR_0139","DLDR_0162","DLDR_0159","DLDR_0164","DLDR_0168","DLDR_0129","DLDR_0158","DLDR_0136","DLDR_0122","DLDR_0079","DLDR_0174","DLDR_0137","DLDR_0116","DLDR_0038","DLDR_0142","DLDR_0043","DLDR_0102","DLDR_0092","DLDR_0140","DLDR_0150","DLDR_0088","DLDR_0151","DLDR_0101","DLDR_0143","DLDR_0095","DLDR_0156","DLDR_0094","DLDR_0046","DLDR_0109","DLDR_0106","DLDR_0110","DLDR_0123","DLDR_0171","DLDR_0105","DLDR_0061","DLDR_0084","DLDR_0175","DLDR_0126","DLDR_0146","DLDR_0145","DLDR_0154","DLDR_0166","DLDR_0089","DLDR_0078","DLDR_0124","DLDR_0042","DLDR_0114","DLDR_0096","DLDR_0115","DLDR_0076","DLDR_0097","DLDR_0155","DLDR_0100","DLDR_0161","DLDR_0074","DLDR_0170","DLDR_0080","DLDR_0040","DLDR_0141","DLDR_0131","DLDR_0108","DLDR_0177","DLDR_0152","DLDR_0181","DLDR_0169","DLDR_0130"
"390",7.979368716,8.207782165,9.097022936,8.382661625,8.897126514,8.067244207,8.246698337,7.247567375,7.552649035,8.55432996,8.254599751,8.81326484,8.245125134,7.617608792,8.31995419,8.456250628,8.493695219,8.188543529,8.15626207,8.48183406,7.648649678,8.42964448,8.367261482,7.885905571,6.943171462,9.532897486,8.478400605,7.670240818,8.138964154,8.511113021,8.349472629,6.928605652,7.485737633,8.932262267,7.698474973,9.248731897,8.033122,7.842617084,7.719091329,7.739950636,8.452920141,9.244703256,8.365144201,8.694015458,8.51127873,7.851444117,8.640086069,8.855404255,8.083175624,8.077053373,7.74855463,7.686380252,7.942352675,7.670499612,8.417657692,8.093707047,8.202537214,8.457493766,8.826735621,9.029843313,8.334187625,8.460932445,8.885346213,8.494192328,7.76847051,9.236680662,8.710120132,8.533337223,8.334313981,8.728828744,8.650991819,7.483797534,8.72675432,8.225183557,8.680300907,7.931421906,9.421962794,8.366381635,8.248377787
"431",1.126870417,0.94788201,1.848981073,2.381083105,1.903874647,1.095515252,1.659297442,1.065669732,1.29575756,0.905229055,1.498529089,2.080497389,1.496322395,1.851849949,1.536385706,0.691427104,1.558314935,1.96839621,0.865321668,1.351190652,0.880465353,2.075083206,2.001931151,1.969053246,1.494710961,2.590511175,1.756554665,1.682167003,1.255572755,2.003855897,1.402650363,1.594704916,1.132649634,1.93097688,0.970142143,1.62371135,0.281949914,1.750424428,1.20677413,1.527209508,0.997124741,2.15975894,1.320245731,1.924286182,1.406737958,1.115190554,1.837596189,1.56874485,1.485597713,1.258334259,0.580976342,0.692574432,0.187147153,1.314967987,1.681469621,1.813220318,1.873280706,1.227265129,0.758515043,2.364190563,1.675368436,1.310716487,1.918023874,1.708980289,1.101750801,2.200878447,1.113049506,1.593786536,1.261575236,2.058849213,1.58078308,0.757940726,0.332189549,1.910349385,1.784988392,0.121517301,2.843742877,1.149912035,1.38428406
"435",2.264373941,3.548786054,3.181300773,2.821171977,3.273420762,3.454201897,2.189812158,2.562501322,2.002026357,2.454122301,2.354619677,2.970983904,2.429208199,1.679382753,2.220523612,3.125934467,2.025096009,2.411526016,2.513019924,2.223183039,1.568838179,3.042971021,2.435441311,2.482004501,1.494710961,3.229629446,2.408631361,2.594219303,3.108468461,2.496252279,2.896344806,2.995803224,1.959113379,3.714623376,1.856485362,3.194666992,2.538289667,3.146072942,2.510927523,2.536547372,2.400703125,3.753640759,2.732506146,3.04057322,2.603367283,2.421851893,2.962141286,2.964904339,2.079958912,1.338504608,2.015072177,1.410803463,2.737344236,2.60339917,2.249753381,2.885011002,2.544657959,2.733156059,2.667219209,3.386982428,2.460629587,2.739559785,3.524202861,2.37640495,1.174814264,3.980109768,2.32037448,2.771472153,2.685174749,3.062620967,2.431773131,1.49490632,2.415605557,3.327667826,3.464899297,2.073076946,4.253618671,2.980557607,2.86508933
"448",5.929408323,6.563899828,6.70336133,6.221530302,6.413051841,7.044447619,6.328576228,5.572407065,5.252401191,5.425690107,6.179878714,6.351332298,6.023680919,5.777581979,5.818042284,5.836159227,6.11255885,5.913675635,6.573754177,5.727868951,5.921514091,6.556209896,5.831425051,5.735302964,5.229270057,7.507614193,6.073016849,6.12100356,5.681152631,6.131041465,6.915719945,5.139025432,5.702302745,6.943929444,5.571406456,6.55204734,6.309241605,6.494899073,6.155260558,6.686163391,6.096888671,6.896137272,6.613593576,6.376519906,5.95887995,5.502678868,6.040001063,5.961062273,5.771725087,4.920214131,6.036915596,5.556960299,5.784933694,6.097617164,5.915364732,5.931525796,5.573720424,6.279796954,5.878434944,6.903645768,6.974868764,6.495973142,7.350240963,7.608781459,5.524088666,7.455970832,5.832531672,6.153432783,6.178355159,6.763640081,5.573178813,5.108009301,6.143220129,6.457536788,5.979242723,5.739556443,7.739137834,6.089900318,6.237803108
"471",7.079514608,6.892219909,6.899682066,6.753130197,6.778453789,6.880255624,6.501889544,7.323267101,7.012170915,6.937972085,6.7641293,6.590052487,6.531857444,6.803421984,7.007923927,6.566252575,6.938617904,6.623876684,6.657135739,6.996679158,6.866470402,6.910359024,6.09811648,6.915910249,7.065578632,6.597883163,6.759204243,7.05701952,6.598690471,6.606035742,6.8908137,6.244467746,7.044980142,6.683711106,7.17663856,6.808083648,7.161419712,6.853865029,7.028255281,6.835489432,6.678830192,6.631037158,6.913047732,6.931180403,7.015180881,7.030912717,6.802434133,6.596960357,6.972413022,7.190422435,7.114844493,7.060869659,7.186610337,6.865525554,6.948902097,7.095599603,6.799631616,6.735271138,6.5653838,6.754756611,6.629564746,6.57432878,6.276357615,6.366351285,7.200466529,6.547931136,6.837997374,6.760985429,6.965972968,6.612312655,6.585410477,7.341536391,6.728590459,6.942517202,6.87158501,6.704493595,6.067606685,7.001898225,7.020800472
"504",3.998714065,4.608313756,5.796996402,4.450597011,5.518386875,3.98052273,4.22980189,3.181146949,3.734330574,4.856549752,4.279556728,5.956691188,6.010986644,4.486737675,3.903002618,4.332772074,4.229786429,3.980502813,3.699898059,4.427401218,3.996295956,4.268011805,4.105921882,4.104344612,3.142409217,6.028280299,5.893093498,4.279999304,5.286521343,4.509230133,4.675668857,2.538121387,3.60079847,4.237329169,2.796112744,4.760739599,4.18169844,3.746918484,3.431268074,3.559630986,5.706666667,5.718197452,4.195723374,5.408396081,4.369557204,3.437118649,4.457605636,5.903885056,3.74981031,3.96825503,3.862437845,3.445737254,3.387286768,3.389855199,4.318010909,4.075027421,4.318065549,4.508221443,5.814411348,5.841884388,3.571990696,5.55396372,5.150684631,3.504160497,3.720660634,5.115546393,4.421802212,4.748063932,4.02912915,4.958166589,5.743950715,3.501449166,3.828615375,4.598090483,4.384597669,3.695093041,5.886053682,4.03348336,3.906909505
"520",5.998056951,5.72164396,5.478162108,5.756233245,5.540353292,5.686283375,5.45870361,5.84177372,5.819319516,5.950702228,5.642864646,5.289266527,5.522496498,6.16664858,5.834615643,5.632070519,5.83496215,5.427827829,5.796584482,5.8266182,5.664329022,5.848999937,5.044070002,5.882413337,5.874763102,5.643717491,5.526184186,5.785962415,5.216402157,5.179204571,5.763030786,5.254746533,5.924116445,5.25580681,6.006565552,5.650896179,5.87468378,5.336553686,5.89470321,5.800551006,5.776158331,5.478328023,5.8931354,5.600217467,5.800270793,5.845496812,5.778764089,5.336823285,5.800436383,5.501916302,5.965231947,6.020308148,5.998177734,5.68458321,5.592775507,5.76646655,5.722019549,5.749153425,5.557093828,5.385851346,5.630554589,4.882673278,5.547704295,5.409420007,6.017979262,5.421877633,5.873754335,5.509984873,5.791098751,5.411418448,5.789871991,6.299448056,5.68302352,5.700646323,5.819534726,5.809866591,4.920660248,5.914237762,5.634476401
"521",6.866358521,6.566512223,5.892848373,6.561689134,6.303550428,6.536853077,6.551729984,6.460275331,6.638417097,6.421415452,6.49795829,6.053351247,6.197322491,6.396460717,6.546984528,6.282041272,6.566900928,6.307245245,6.772746496,6.557698238,6.40781784,6.688125516,5.969023679,6.396448492,6.562234955,6.421878994,6.138442921,6.45872385,6.025646661,6.062260454,6.33854358,6.121480002,6.58287113,5.898541649,6.795341867,6.176074163,6.770831443,6.381901723,6.575770478,6.790341495,6.329515435,6.116766469,6.90567056,6.342446577,6.643535331,6.602536985,6.223140383,6.139693455,6.493531895,6.110618524,6.88242389,6.776611256,6.55221974,6.705595081,6.203588882,5.879748886,5.91605473,6.409427706,6.117394274,5.954503462,6.437061116,6.00688155,6.279480333,6.488796187,6.630598105,5.982946927,6.305387159,6.003342248,6.473502147,6.016209597,6.282777706,6.847331016,6.302911756,6.36229079,6.274877302,6.643006632,6.102477145,6.575327145,6.478696617
"539",6.204683088,5.918531186,5.660055881,6.323074557,5.764857436,5.819038584,5.632068633,6.404331842,6.111225128,6.240895096,5.784399487,5.677362804,5.449107756,6.422347088,6.190579208,5.603188148,5.911511332,5.831399162,6.438884706,5.997222853,6.098338178,6.049335437,5.141798919,6.138077407,6.184010121,5.688600801,5.590507751,6.227152202,5.829451756,5.850833591,6.014311185,5.774869102,6.2685128,5.447364384,6.355154766,5.817825817,6.019917032,5.657315024,6.147612057,5.923091343,6.041518861,5.706761047,6.000916307,5.951021635,6.201728809,5.964417305,6.047688622,5.425531396,6.263352618,6.090500936,6.322730175,6.036440689,6.31151468,5.830280056,6.121933112,6.321338469,5.829199638,6.027043216,5.60896728,5.576373252,5.880667768,5.539831084,5.46234439,5.660436437,6.195262687,5.125851401,6.257244233,5.930347258,5.936243923,5.862422495,5.896630971,6.69011073,5.777500059,5.708544308,6.023588104,6.092735472,4.784133388,6.230375409,5.980863245
"541",5.562499011,5.098080606,5.361162257,5.74199308,5.476682947,4.899542157,5.534607046,5.53526633,5.730824631,5.803186526,5.808537805,5.685706124,5.595736624,6.398201,5.571416443,5.689465587,5.57142585,5.439569053,5.707741857,5.824168802,5.776595254,5.581581042,4.931448863,5.957865565,5.456128499,5.171526491,5.468142114,5.90539023,5.307974452,5.308564921,5.673093382,4.949547633,6.03889889,5.29770981,5.907315306,5.189379161,5.280279161,5.144741428,5.659498647,5.777107916,5.468954274,5.257840002,5.518256246,5.661515018,5.520987036,5.612096878,5.527078676,5.351991948,5.700392987,5.723375846,5.65483303,5.454340112,6.097468654,5.673096724,5.984200449,5.500006669,5.614248231,5.354898409,5.789650528,5.202712027,5.375808154,5.14788346,5.305754027,5.534406784,5.896335453,4.867942028,5.913831774,5.281238664,5.916381726,5.745276405,5.740937252,6.050053166,5.635100418,5.36645682,5.920147976,5.948665238,5.417209739,5.60185344,5.382937634
"588",6.502141588,6.456733182,5.867332099,6.183836125,6.028447045,5.783370635,6.113675832,6.755590074,6.45084207,6.400245091,6.199671019,5.464353233,5.944449131,6.26147992,6.418753982,6.274209977,6.209931045,6.362256622,6.365698837,6.388970685,6.546751558,5.951407086,5.969023679,6.273859582,6.350479233,5.910072255,5.863848678,6.459855375,5.814540047,6.451009186,6.135256417,5.690845648,6.400185432,5.537562193,6.632244042,5.92775674,6.644056089,6.260526027,6.342771272,6.757775861,5.638056054,6.018433928,6.671286879,6.539210921,6.045478202,6.36111849,6.558807462,5.652128438,6.347475254,6.204530392,6.876183512,6.531981431,6.64891891,6.407291899,6.240637902,5.924728634,6.034272583,6.374028951,5.909411873,6.095401483,6.314304945,6.305853075,5.709259131,6.276153476,6.514004447,5.587614837,6.382218698,6.136705697,6.446057056,5.90716081,5.852638767,6.659721847,6.062700121,6.411506309,6.182903087,6.553152874,5.541008347,6.217363415,6.148710077
"611",7.8625731,7.285355249,6.835337174,7.479048113,6.675873632,6.756948579,7.208102887,7.260754807,7.7474025,7.010135142,6.721736546,6.827237591,6.907597975,7.275276614,7.129766337,7.701681537,7.304470665,7.288296623,7.222482645,7.3430868,7.346044756,6.929931992,7.085451602,7.525021017,7.419127609,6.515161456,6.973198641,7.318245842,7.285169872,7.145659972,7.184612958,6.650265461,7.684575741,6.257255542,7.717317936,7.096858251,7.416186068,7.04798627,7.573274774,7.592739297,6.835770196,6.498697392,7.761146834,7.271010189,6.993561143,7.389190585,7.125422087,6.487512699,7.54236823,7.334233568,7.291709514,7.927275995,7.787414075,7.335151001,7.481997664,6.512527178,7.279525087,7.389958561,7.280004374,6.836512755,7.651673566,6.547503443,6.836622129,7.605935906,7.270374084,6.279137461,7.351627949,7.177873349,7.251161213,7.416769628,6.775585951,7.719521963,7.351912641,7.077735771,7.246426076,8.038016479,6.472683075,7.538964701,6.899866228
"662",5.241237442,5.536846441,5.834788725,4.764181998,5.537235636,5.701651776,5.059228048,5.320330956,5.469894813,5.337693626,5.156198035,5.589682043,5.639280348,5.273855473,5.312134686,5.277260534,5.276106864,5.109211623,5.491111673,5.409539825,5.28063776,5.47730426,4.871660126,5.1954925,5.238872057,6.038429954,5.983917803,5.438777126,5.453040216,5.15738646,5.558689838,4.780977911,5.126625847,5.331111315,5.194874703,5.362244239,5.190620516,5.987994086,5.391345907,5.908780549,5.894855338,5.43462734,5.503671168,5.653596803,5.668042433,5.065298749,5.447955466,5.716051549,5.330841759,5.439664024,5.340404194,5.652763254,4.996953554,5.405210588,4.978306735,5.672216224,5.293318886,5.612235903,5.651730702,5.655471264,5.582259032,5.767118293,5.204247907,5.627141997,5.56882698,5.308837695,4.966500843,5.06083804,5.528659148,5.117138506,5.817311462,4.693686184,5.097219061,5.487682598,5.228270271,5.347065809,5.24584132,4.968959281,5.247453278
"666",1.909278982,3.610847022,3.853320008,2.246333693,2.956169154,3.340991287,3.300685376,2.585043891,1.802717549,1.841503458,2.48936909,3.243845456,2.14309018,2.145046325,2.961519083,3.314221678,2.747917421,2.632214131,3.401374568,2.099003628,1.320554225,2.563100151,1.87775174,1.683144374,2.068947055,3.722269763,1.980677974,3.091375423,2.674285912,2.72112569,4.274856429,3.228165934,2.321683459,4.193607792,1.856485362,2.335365855,3.439951748,4.111047813,2.412243248,4.29659658,2.606233329,4.271100877,3.390635059,3.655976834,2.523196934,1.79009518,2.895543538,2.037588793,3.296988148,0.652613198,1.89675221,0.382234311,3.013998251,3.145781882,2.43819847,3.666116024,2.247676221,2.799346339,2.955407092,4.094709377,3.43366254,3.009447862,4.454076774,4.654940449,2.661512748,4.267549487,3.011169892,2.238202886,2.831189773,3.608124858,1.872739095,2.053396609,2.206658667,3.612193186,3.136062833,1.404824102,4.324254214,2.212453501,2.940246689
"673",0.87533165,1.56455337,1.540030832,-0.66561013,1.342917609,1.922678655,0.855021912,-0.178255851,-0.630241858,0.631468243,-0.412934237,2.209539334,0.358818871,-1.975969076,-1.032457129,0.886683395,-0.669490983,1.601187236,1.206358586,0.832723563,-0.581265381,0.595090265,2.413245564,-0.806240467,-0.09025154,2.017325842,1.304680397,0.500560196,1.132716007,1.250495865,1.925491151,1.863891549,0.834568281,2.612675168,-0.614820357,2.022981533,0.281949914,1.292742591,-0.501045119,1.410170087,0.526234007,3.228549714,1.363967109,1.512754626,0.141147847,-0.194137504,1.036141868,0.942810568,0.85756649,0.376978756,0.155670507,-0.80219026,-0.117707428,0.938819501,1.169263463,1.483912693,1.205856045,1.064535629,1.370444592,3.108488804,0.64434154,1.39687313,2.09859612,2.479498442,-0.12064162,3.258211622,1.004115135,0.973375199,-0.467777174,3.107129228,-0.302702911,0.468434109,0.797853121,1.489211686,0.077169144,-0.114550057,3.513201652,-0.109474594,1.426719326
"676",5.583676566,5.39413824,5.133937534,5.503259884,5.082380759,5.627148251,5.021353649,5.392398813,5.503157267,5.587053095,5.19333877,5.053888464,5.369797579,5.669329088,5.557506052,5.410245351,5.089608771,5.554708917,5.326209819,5.409539825,5.355269246,5.159874884,5.065576413,5.401712435,5.480616131,5.036261031,5.132032228,5.559805719,5.031031867,5.532723836,5.370158218,5.461587539,5.508384173,4.890473211,5.520072628,5.396300854,5.586406872,5.638517428,5.621351513,5.516631656,5.174134194,5.093682856,5.287981882,4.959396311,5.185541966,5.473359755,5.478611494,4.992054087,5.315009556,5.3457971,5.406848555,5.591687677,5.524450474,5.491447725,5.387002708,5.395727167,5.066760435,5.615913904,5.006442557,5.093324168,5.553321485,5.405991775,4.969202598,5.198946275,5.382822767,5.262888109,5.457103263,5.342956269,5.288515779,5.102556499,5.197967295,5.812894417,5.204314726,5.284288278,5.444074147,5.450911724,5.19289244,5.245943246,5.341949223
"754",1.584552254,1.898972409,2.485168897,2.097689612,2.798448292,2.882785928,2.523642342,1.188526479,1.802717549,2.172709366,2.629376568,2.489193362,2.444394603,1.483462543,2.094075276,2.531269878,2.413498382,2.910515294,2.739790786,1.64563801,1.689132413,2.575981442,2.885834086,1.601844271,1.784217578,3.091619624,2.174619857,1.618741623,2.559726148,2.72112569,2.610758558,3.023548215,1.869615228,2.935810034,1.598173366,2.20168742,1.409705461,2.283092421,2.035007782,2.440332057,2.17715977,3.740241018,2.477787008,2.547353288,2.193889309,2.177118303,2.648325837,2.364511798,1.962919491,1.486603247,1.89675221,1.519737835,1.860918921,1.724080652,2.738372012,2.175790398,2.475945208,2.433074666,2.379322743,2.418297969,2.53017052,2.654670888,3.296535497,3.176106299,2.073369,3.258211622,1.521514352,2.308165445,2.104474275,2.961200649,2.504652011,1.441467061,2.447666766,2.015959573,2.399097239,2.399221396,2.949676322,1.834815973,2.631077825
"773",-0.85402076,1.288918928,0.518335761,-0.055556648,1.997589081,2.85556446,2.083553471,-1.618828443,-1.367207452,-1.347158106,0.922668795,1.430829199,-0.885106712,2.20989747,-0.295491535,-0.462901043,-0.273562306,0.778064998,2.592637092,-0.676290085,1.602652892,0.490120705,1.468107499,-1.699325263,0.757745367,1.920301387,0.219288906,-0.333429852,-0.271674248,1.478764852,1.878570104,3.023548215,0.113284309,2.624697696,-1.266897054,1.129896737,0.281949914,2.283092421,-0.160008201,1.946923494,0.526234007,3.321459174,1.927234538,1.620669965,0.961598426,-1.910344538,2.09668341,-1.004722012,0.671153366,-2.285986257,0.698812832,0.130695544,-0.504730551,-1.156337732,-1.061034156,1.327793491,0.818832922,0.779806152,0.074988708,1.219316934,1.902139298,1.39687313,3.167637764,1.869444961,-2.357680817,3.705670599,-0.275992784,-0.337826489,2.052479638,1.275836252,-0.116289787,0.237108563,1.366136881,2.293069164,0.693840504,-1.082841198,3.162920361,-0.630306758,0.447477887
"774",5.907180516,5.594300714,5.292523819,5.577313233,5.259299654,6.076483991,5.7952588,5.681033711,5.503157267,5.686264895,5.69559022,5.163486754,5.676733903,5.922481157,5.698182826,5.573715726,5.423544268,5.317621519,5.747421227,5.528657202,5.492359449,5.801804769,5.501366119,5.7659496,5.81503517,5.51464222,5.110850354,5.97826911,5.758506012,5.211325268,5.509491535,5.145353052,5.785709651,5.1640496,5.744330202,5.160845325,5.916155933,5.310664499,5.720058607,5.574439671,5.716405243,5.681277212,5.745994224,5.441883736,5.725470713,5.561911121,5.226530972,5.270959101,5.458830804,5.553217531,5.829711409,5.881761335,5.891544885,5.377168986,5.729377002,5.178650052,5.399163974,5.48528146,5.570722627,5.131615952,5.458401486,5.303763726,5.051879621,5.213974485,5.966178166,5.205744202,5.767360054,5.524753474,5.898084777,5.408457554,5.702728053,5.97446614,5.599868018,5.481549984,5.819534726,5.892944479,5.24584132,5.676646493,5.183928141
"816",2.534676347,2.839733206,3.261844201,2.999351693,2.712612123,2.291066061,2.973808065,2.143672244,2.333232266,2.679121218,2.678564118,3.174397528,2.815333006,2.443569816,2.37353523,3.164103229,3.1104875,2.910515294,2.513019924,2.391454522,2.812256797,3.150217536,3.719430923,2.673228905,1.980137788,3.156960378,2.786549405,2.400396034,3.26291473,3.154635849,2.567037181,3.528471217,2.371436494,3.990257818,2.66721501,2.916066329,2.686933748,3.080732188,2.161919894,2.852880004,2.618156497,3.315447936,2.286562605,2.831878648,2.266039095,2.648622754,2.506771693,2.757778675,2.079958912,2.357869933,2.510203267,1.846902578,1.903354187,2.178646516,2.959625314,3.47463488,2.790818546,3.015254726,2.667219209,3.65828445,2.310604143,3.541014106,3.481453213,3.047782202,2.054132781,4.191097426,2.76631802,2.771472153,2.702147828,3.259497515,2.475940714,1.903371165,3.099743463,3.007448073,2.101015886,2.548414955,3.993683504,2.525611386,2.880437294
"902",6.911025375,6.624074182,6.212878323,6.843435583,6.291573964,6.446240611,6.364944596,6.706316365,6.739573566,6.6005218,6.512726163,6.165973731,6.237108254,6.779586186,6.69410165,6.687828951,6.693145008,6.578135238,6.893596122,6.746744996,6.599690657,6.528315009,6.17762859,6.876484075,6.573662302,6.410759902,6.226418757,6.769173512,6.391569897,6.723911713,6.535718741,5.914782215,6.775351206,6.105735036,6.933476139,6.600659352,6.681247621,6.604536309,6.847683036,7.033149916,6.234924653,6.386339159,6.87860757,6.679953519,6.585501947,6.667623716,6.814500655,5.901595972,6.552109053,6.513834992,6.970001192,6.860559023,6.843997603,6.666739956,6.679914155,6.151251722,6.4737443,6.876114013,6.246734145,6.2820662,6.683975857,6.164098025,6.399150564,6.69565891,6.74072731,6.16385259,6.947779106,6.807775493,6.597745254,6.565232093,6.351562737,6.598480255,6.728590459,6.5066807,6.785908185,6.812767011,6.082238606,6.863983618,6.518480475
"916",4.726188211,4.711057483,5.583772296,4.642968411,5.787338015,4.529336227,4.518553465,4.447260748,4.684454667,4.854245126,4.643896986,5.924152184,5.932381909,4.682242407,4.429158736,4.703140524,4.788213891,4.694786603,4.595055693,4.637290668,4.278460106,4.522088434,4.51836227,5.053652649,4.292876712,5.662588853,5.826799658,4.680226592,5.462636892,4.456603203,4.473434463,3.640219575,4.186919297,4.260630268,4.461023401,4.816683088,4.679347254,4.631879976,4.513905223,4.121509873,6.154311756,5.012408205,4.742892764,5.689666058,4.842767684,4.887780058,4.828699788,5.915276312,4.908569394,5.126230723,4.721615781,4.724220059,4.54637379,4.060187682,4.585039859,4.620575241,5.055031143,4.758334622,5.809493065,5.646054161,4.739165087,5.738528921,4.814188063,4.821189792,4.825068225,4.583882119,4.813489224,5.10573105,4.665838264,4.6724796,5.866530979,4.782324885,4.62286671,4.516461721,4.954913394,4.633195376,4.609277623,4.844721716,4.544607062
"927",5.602819966,5.5474643,5.123197819,5.211875827,5.435413112,4.93248183,5.004465722,5.694054513,5.400976872,5.591210721,5.121044335,4.935274659,5.139595559,5.285185597,5.809683657,5.78563869,5.809651062,5.815717539,5.397222925,5.877117682,6.2067517,5.107605498,4.923618749,5.613557692,5.049981777,4.584586341,5.045372283,5.837366079,5.521976871,5.536954616,5.069537521,5.306482178,5.686010138,5.21265024,6.053742345,5.311226502,5.723049709,4.84692211,5.817271723,5.473527187,5.114356849,5.585867635,5.299286113,5.25566084,5.424975071,5.713798144,5.842023901,4.873255892,5.605962665,5.71213401,5.772061814,5.800424259,5.762055989,5.81990091,5.782524576,6.01068778,5.211150345,4.79772806,5.39800934,5.107116768,5.82295227,5.730255378,5.080806806,6.026658911,5.961023377,4.916237585,6.08574216,6.166440777,6.152346166,5.270138718,4.982699308,5.326415104,5.752049432,5.541733686,5.551821499,6.288793419,4.617337393,5.366749967,5.852497752
"953",1.692467593,2.114240396,3.005323102,2.205403429,2.777463267,2.909503267,1.886964805,2.260317162,1.905811042,2.636841415,2.452136183,2.989074361,2.546445874,2.17783626,2.37353523,2.219527267,2.262490594,2.731067518,2.362153258,1.927050945,2.513622567,2.145904543,2.802897745,2.122676435,1.675283207,3.308431013,2.943885943,1.963187154,2.583377416,2.72112569,2.747609426,2.459049816,1.822694181,2.84623468,1.653668479,2.67505823,2.469576917,2.430246115,1.614432099,2.271650223,2.732262983,2.439472087,2.192695682,2.627153999,2.45074514,2.177118303,2.476714459,2.990977851,1.962919491,2.011694291,2.124419573,2.214111552,1.772109654,1.406598462,2.336558208,2.827867094,2.6102463,2.053728874,2.724081546,3.017937046,1.793204926,3.20123801,2.534695234,1.708980289,2.183692415,3.141172201,1.671539796,2.746489796,2.179113076,2.615846705,2.560415282,2.507962473,2.206658667,2.426747599,2.579669484,2.410405134,2.843742877,1.879554288,2.478066206
"955",1.692467593,1.831068345,2.874821078,1.594256997,2.335757817,0.664880898,1.35878833,1.877597383,2.405382052,2.502016991,2.183433027,2.817462983,2.815333006,1.679382753,1.364433023,2.204954466,1.769082031,1.721481469,0.928057423,1.115123294,1.437593646,1.727984536,1.551765428,2.032478626,1.132140882,2.293979857,2.596446521,2.176431193,2.116596341,1.330666213,1.925491151,1.801155793,1.379564375,1.370019843,1.211150243,1.537554706,1.308422125,2.182864973,0.636458405,1.946923494,2.897915137,2.004023128,1.601658666,2.67800314,2.425762783,1.115190554,1.7895019,2.282440665,1.879261562,2.011694291,1.366237493,1.760745935,1.152381735,1.406598462,1.714259556,1.556062479,1.976374199,2.053728874,2.379322743,2.269242159,2.186868775,2.365164271,1.918023874,2.145079403,2.147847216,1.239352595,1.635470541,2.026227081,1.117185327,1.110777005,2.653097285,1.546436621,1.366136881,1.439458651,1.527830553,1.759919061,2.729410201,0.995878406,1.727585806
"990",3.251198552,3.68964859,4.205260672,3.59821501,3.720879739,3.65701878,3.506609145,2.733687972,3.113919237,3.596046189,3.60837627,3.400737134,2.743482721,3.638740768,3.524176648,3.580082128,3.381789522,3.369179726,3.401374568,3.138970036,3.270593225,4.090875178,3.975665496,3.228029435,2.342707868,4.776984022,3.442937483,3.007194336,2.971779789,4.046025351,3.621484965,3.760513809,3.221243558,4.716028826,2.820565787,4.058218713,3.327962311,3.622344614,3.652760218,3.503596951,3.282058629,4.542136654,4.140228262,3.973459024,3.13730578,2.859729368,3.484287679,3.114713219,3.179494585,2.949230204,3.076236039,2.633195885,3.107712686,3.378584086,3.139392933,3.986413034,2.899752917,4.099108778,3.069513578,4.468313506,3.086563869,3.854402712,4.252719265,3.402877161,2.895660192,5.326815436,3.052788981,3.774564748,3.398037479,3.836771482,3.493952122,2.893455697,3.688064976,3.458317678,3.762735586,3.23594719,5.160164495,3.404552,3.254832809
"1003",3.759138632,4.014449627,3.937466015,2.586308244,2.965476896,4.255061108,3.436391148,3.533818567,2.405382052,2.658136193,2.81680016,3.486012114,2.628517007,2.360314312,2.528257825,3.828455353,2.883481404,3.200021911,3.699898059,2.391454522,2.74319154,3.598250606,3.790035594,2.412183052,2.968642149,4.315602669,2.296365129,3.44221621,2.935483659,3.434095803,4.161830691,4.148506485,3.391670978,4.131768538,3.085619361,3.416053701,3.327962311,4.529490306,3.1993946,4.615774064,2.888100848,4.395984549,3.930873115,3.584477314,2.614464992,2.177118303,3.94577784,2.695717706,3.214051807,2.468901245,2.264792229,2.452623639,3.195709167,3.806295416,3.288374675,3.493131223,2.672982056,4.018037167,3.154715901,4.061091661,3.742831404,2.468257764,4.350983281,5.121363334,2.201286475,4.739617931,2.909118621,3.652119846,3.209107816,4.060736323,2.95305826,2.507962473,3.688064976,4.66456036,3.536600762,2.155148079,5.009080609,2.511467204,2.631077825
